CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents
SUB000479,subapplication,Web Based Application,IM0041248,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0041249,5,5,5.0,request for information,
SBA000131,application,Server Based Application,IM0041250,3,4,3.0,incident,
SBA000263,application,Server Based Application,IM0041251,5,5,5.0,request for information,
SBA000459,application,Server Based Application,IM0041252,4,4,4.0,incident,
SBA000812,application,Server Based Application,IM0041253,4,4,4.0,incident,
SBA000834,application,Server Based Application,IM0041254,4,5,4.0,incident,
WBA000094,application,Web Based Application,IM0041255,4,4,4.0,incident,
DTA000011,application,Desktop Application,IM0041256,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041257,4,4,4.0,incident,
SAP000004,application,SAP,IM0041258,5,5,5.0,request for information,
LAP000007,computer,Laptop,IM0041259,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0041260,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0041261,5,5,5.0,request for information,1.0
SUB000479,subapplication,Web Based Application,IM0041262,4,4,4.0,incident,
SUB000426,subapplication,Web Based Application,IM0041263,5,5,5.0,incident,
WBA000077,application,Web Based Application,IM0041264,3,3,3.0,request for information,
SUB000424,subapplication,Web Based Application,IM0041265,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0041266,5,5,5.0,request for information,
SBA000805,application,Server Based Application,IM0041267,3,3,3.0,incident,
SBA000459,application,Server Based Application,IM0041268,4,4,4.0,incident,
SUB000431,subapplication,Web Based Application,IM0041269,5,5,5.0,request for information,
SBA000459,application,Server Based Application,IM0041270,4,4,4.0,incident,
SBA000459,application,Server Based Application,IM0041271,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0041272,5,5,5.0,incident,
WBA000058,application,Web Based Application,IM0041273,4,4,4.0,incident,
SBA000805,application,Server Based Application,IM0041274,NS,3,,incident,
WBA000058,application,Web Based Application,IM0041275,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041276,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041277,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0041278,4,4,4.0,request for information,
SUB000456,subapplication,Web Based Application,IM0041279,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041280,5,5,5.0,incident,
SBA000811,application,Server Based Application,IM0041281,4,4,4.0,incident,
SBA000820,application,Server Based Application,IM0041282,2,2,2.0,incident,
MON00011,displaydevice,Monitor,IM0041283,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0041284,5,5,5.0,request for information,1.0
APP000005,application,Citrix,IM0041285,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0041286,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0041287,4,4,4.0,incident,
WBA000018,application,Web Based Application,IM0041288,4,4,4.0,incident,
LAP000013,computer,Laptop,IM0041289,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041290,4,4,4.0,incident,
SBA000531,application,Server Based Application,IM0041291,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0041292,5,5,5.0,request for information,
LAP000013,computer,Laptop,IM0041293,3,3,3.0,incident,
SBA000607,application,Server Based Application,IM0041294,4,4,4.0,incident,1.0
WSR000651,computer,Windows Server,IM0041295,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041296,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041297,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041298,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0041299,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0041300,5,5,5.0,request for information,
DTA000616,application,Desktop Application,IM0041301,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041302,4,4,4.0,incident,1.0
SUB000113,subapplication,Server Based Application,IM0041303,5,5,5.0,request for information,
DSK000002,computer,Desktop,IM0041304,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041305,4,4,4.0,incident,
DTA000023,application,Desktop Application,IM0041306,4,4,4.0,incident,
SBA000033,application,Server Based Application,IM0041307,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0041308,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0041309,4,4,4.0,incident,
SBA000039,application,Server Based Application,IM0041310,3,3,3.0,incident,
SUB000426,subapplication,Web Based Application,IM0041311,4,4,4.0,incident,
SBA000399,application,Server Based Application,IM0041312,3,3,3.0,incident,
SAN000182,storage,SAN,IM0041313,4,4,4.0,incident,
DCE000102,hardware,DataCenterEquipment,IM0041314,5,5,5.0,incident,
DCE000112,hardware,DataCenterEquipment,IM0041315,5,5,5.0,incident,
DCE000108,hardware,DataCenterEquipment,IM0041316,5,5,5.0,incident,
SBA000773,application,Server Based Application,IM0041317,5,5,5.0,incident,1.0
SUB000456,subapplication,Web Based Application,IM0041318,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041319,4,4,4.0,incident,
SBA000017,application,Server Based Application,IM0041320,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0041321,4,4,4.0,incident,
SUB000455,subapplication,Web Based Application,IM0041322,4,4,4.0,incident,
SUB000455,subapplication,Web Based Application,IM0041323,4,4,4.0,incident,
SUB000455,subapplication,Web Based Application,IM0041324,4,4,4.0,incident,
SUB000455,subapplication,Web Based Application,IM0041325,4,4,4.0,incident,
SUB000455,subapplication,Web Based Application,IM0041326,4,4,4.0,incident,
SUB000455,subapplication,Web Based Application,IM0041327,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0041328,5,5,5.0,incident,
SBA000747,application,Server Based Application,IM0041329,NS,3,,incident,
SBA000461,application,Server Based Application,IM0041330,4,4,4.0,incident,
SBA000326,application,Server Based Application,IM0041331,NS,3,,incident,1.0
WBA000103,application,Web Based Application,IM0041332,4,4,4.0,incident,
SBA000172,application,Server Based Application,IM0041333,3,3,3.0,incident,
DTA000033,application,Desktop Application,IM0041334,5,4,4.0,incident,
SBA000063,application,Server Based Application,IM0041335,5,5,5.0,incident,
DTA000017,application,Desktop Application,IM0041336,NS,3,,incident,
WBA000011,application,Web Based Application,IM0041337,5,5,5.0,incident,
DSK000005,computer,Desktop,IM0041338,4,4,4.0,incident,
LAP000002,computer,Laptop,IM0041339,5,5,5.0,incident,
SAN000157,storage,SAN,IM0041340,3,3,3.0,incident,
ADB000010,database,Database,IM0041341,3,3,3.0,incident,
WBA000049,application,Web Based Application,IM0041342,3,3,3.0,incident,
SBA000017,application,Server Based Application,IM0041343,NS,3,,incident,
SBA000017,application,Server Based Application,IM0041344,3,3,3.0,incident,
SBA000609,application,Server Based Application,IM0041345,5,5,5.0,request for information,1.0
SBA000811,application,Server Based Application,IM0041346,4,4,4.0,incident,
ADB000010,database,Database,IM0041347,3,4,3.0,incident,
SBA000458,application,Server Based Application,IM0041348,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041349,5,5,5.0,incident,
SBA000462,application,Server Based Application,IM0041350,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0041351,5,5,5.0,incident,
SBA000131,application,Server Based Application,IM0041352,NS,4,,incident,
SBA000847,application,Server Based Application,IM0041353,3,3,3.0,incident,
WBA000011,application,Web Based Application,IM0041354,5,5,5.0,incident,
SBA000086,application,Server Based Application,IM0041355,5,5,5.0,incident,
LAP000012,computer,Laptop,IM0041356,5,5,5.0,incident,
LAP000017,computer,Laptop,IM0041357,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041358,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041359,5,5,5.0,incident,
DCE000077,hardware,DataCenterEquipment,IM0041360,3,3,3.0,incident,
SBA000131,application,Server Based Application,IM0041361,3,3,3.0,incident,
SUB000426,subapplication,Web Based Application,IM0041362,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041363,NS,3,,incident,
SBA000747,application,Server Based Application,IM0041364,3,3,3.0,incident,
DTA000053,application,Desktop Application,IM0041365,5,5,5.0,incident,
CBD000280,computer,Banking Device,IM0041366,2,2,2.0,incident,
SBA000759,application,Server Based Application,IM0041367,4,4,4.0,request for information,
SBA000063,application,Server Based Application,IM0041368,5,5,5.0,incident,
SBA000063,application,Server Based Application,IM0041369,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0041370,4,4,4.0,incident,
HMD000047,hardware,MigratieDummy,IM0041371,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0041372,4,4,4.0,incident,
SBA000847,application,Server Based Application,IM0041373,3,3,3.0,incident,
SUB000508,subapplication,Web Based Application,IM0041374,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041375,4,4,4.0,incident,
DTA000025,application,Desktop Application,IM0041376,5,5,5.0,request for information,
CBD000871,computer,Banking Device,IM0041377,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041378,4,4,4.0,incident,
WBA000092,application,Web Based Application,IM0041379,4,4,4.0,incident,
SAN000182,storage,SAN,IM0041380,4,4,4.0,incident,
SBA000158,application,Server Based Application,IM0041381,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0041382,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0041383,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0041384,5,5,5.0,request for information,
SAP000004,application,SAP,IM0041385,5,5,5.0,request for information,
DCE000077,hardware,DataCenterEquipment,IM0041386,3,3,3.0,incident,
WBA000144,application,Web Based Application,IM0041387,4,4,4.0,incident,
SBA000131,application,Server Based Application,IM0041388,3,3,3.0,incident,
SUB000113,subapplication,Server Based Application,IM0041389,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0041390,5,5,5.0,request for information,
DTA000616,application,Desktop Application,IM0041391,5,5,5.0,incident,
SBA000805,application,Server Based Application,IM0041392,3,3,3.0,incident,
SBA000172,application,Server Based Application,IM0041393,3,3,3.0,incident,
LAP000008,computer,Laptop,IM0041394,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0041395,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0041396,5,5,5.0,request for information,
LAP000012,computer,Laptop,IM0041397,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041398,4,4,4.0,incident,
DTA000023,application,Desktop Application,IM0041399,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0041400,5,5,5.0,incident,
WBA000018,application,Web Based Application,IM0041401,4,4,4.0,incident,
SBA000844,application,Server Based Application,IM0041402,3,3,3.0,incident,
SUB000436,subapplication,Web Based Application,IM0041403,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0041405,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041406,4,4,4.0,incident,
SBA000416,application,Server Based Application,IM0041407,5,5,5.0,request for information,
WBA000103,application,Web Based Application,IM0041408,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041409,4,4,4.0,incident,
SBA000300,application,Server Based Application,IM0041410,4,4,4.0,incident,
SBA000460,application,Server Based Application,IM0041411,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0041412,3,3,3.0,incident,
SUB000521,subapplication,Web Based Application,IM0041413,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0041414,5,5,5.0,request for information,
SBA000460,application,Server Based Application,IM0041415,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041416,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0041417,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0041418,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0041419,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041420,4,4,4.0,incident,
SBA000460,application,Server Based Application,IM0041421,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0041422,5,5,5.0,request for information,
SBA000461,application,Server Based Application,IM0041423,4,4,4.0,incident,
DSK000006,computer,Desktop,IM0041424,5,5,5.0,incident,
SBA000007,application,Server Based Application,IM0041425,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0041426,4,4,4.0,incident,
LAP000008,computer,Laptop,IM0041427,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0041428,3,3,3.0,incident,
WBA000044,application,Web Based Application,IM0041429,3,3,3.0,incident,
WBA000011,application,Web Based Application,IM0041430,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0041431,5,5,5.0,request for information,
SAP000004,application,SAP,IM0041432,5,5,5.0,request for information,
LAP000012,computer,Laptop,IM0041433,5,5,5.0,incident,
SBA000131,application,Server Based Application,IM0041434,NS,3,,incident,
SAP000004,application,SAP,IM0041435,5,5,5.0,request for information,
WBA000103,application,Web Based Application,IM0041436,4,4,4.0,incident,
SAP000005,application,SAP,IM0041437,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0041438,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0041439,5,5,5.0,request for information,
WBA000103,application,Web Based Application,IM0041440,4,4,4.0,incident,
WBA000107,application,Web Based Application,IM0041441,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0041442,5,5,5.0,incident,
SBA000029,application,Server Based Application,IM0041443,5,5,5.0,request for information,
SAN000182,storage,SAN,IM0041444,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0041445,5,5,5.0,request for information,
DTA000616,application,Desktop Application,IM0041446,5,5,5.0,incident,
SBA000462,application,Server Based Application,IM0041447,4,4,4.0,incident,
SBA000811,application,Server Based Application,IM0041449,4,4,4.0,incident,
SUB000545,subapplication,Web Based Application,IM0041450,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041451,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041452,4,4,4.0,incident,1.0
SBA000834,application,Server Based Application,IM0041453,4,4,4.0,incident,
SAN000182,storage,SAN,IM0041454,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041455,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0041456,4,4,4.0,incident,
LAP000002,computer,Laptop,IM0041457,5,5,5.0,incident,
LAP000012,computer,Laptop,IM0041459,5,5,5.0,incident,
SUB000113,subapplication,Server Based Application,IM0041460,5,5,5.0,request for information,
WBA000011,application,Web Based Application,IM0041461,5,5,5.0,incident,
WBA000058,application,Web Based Application,IM0041462,4,4,4.0,incident,
SBA000460,application,Server Based Application,IM0041463,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041464,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041465,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041466,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041467,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041468,4,4,4.0,incident,
LAP000012,computer,Laptop,IM0041469,5,5,5.0,request for information,
WBA000018,application,Web Based Application,IM0041470,4,4,4.0,incident,
WBA000018,application,Web Based Application,IM0041471,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041472,4,4,4.0,incident,
WBA000077,application,Web Based Application,IM0041473,4,4,4.0,incident,
SBA000460,application,Server Based Application,IM0041474,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0041475,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0041476,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041477,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041478,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0041479,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0041480,4,4,4.0,incident,
WBA000094,application,Web Based Application,IM0041481,4,4,4.0,incident,
SAN000182,storage,SAN,IM0041482,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041483,5,5,5.0,incident,
SBA000460,application,Server Based Application,IM0041484,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041485,4,4,4.0,incident,
SBA000033,application,Server Based Application,IM0041486,NS,3,,incident,
SBA000818,application,Server Based Application,IM0041487,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041488,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041489,4,4,4.0,incident,
DTA000025,application,Desktop Application,IM0041490,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0041491,5,5,5.0,request for information,
DTA000057,application,Desktop Application,IM0041492,4,4,4.0,incident,
KYB000001,hardware,Keyboard,IM0041493,5,5,5.0,incident,
LAP000012,computer,Laptop,IM0041494,5,5,5.0,request for information,
SBA000609,application,Server Based Application,IM0041495,5,5,5.0,request for information,
SBA000747,application,Server Based Application,IM0041496,NS,3,,incident,
LAP000010,computer,Laptop,IM0041497,5,5,5.0,incident,
SBA000609,application,Server Based Application,IM0041498,5,5,5.0,request for information,
WBA000124,application,Web Based Application,IM0041499,4,4,4.0,incident,
KVM000001,hardware,KVM Switches,IM0041500,5,5,5.0,incident,
WBA000022,application,Web Based Application,IM0041501,5,5,5.0,request for information,
KVM000001,hardware,KVM Switches,IM0041502,5,5,5.0,incident,
KVM000001,hardware,KVM Switches,IM0041503,5,5,5.0,incident,
LAP000014,computer,Laptop,IM0041504,5,5,5.0,incident,
SBA000609,application,Server Based Application,IM0041505,5,5,5.0,request for information,
MON00015,displaydevice,Monitor,IM0041506,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041507,5,5,5.0,incident,
WBA000124,application,Web Based Application,IM0041508,4,4,4.0,incident,
WBA000022,application,Web Based Application,IM0041509,5,5,5.0,request for information,
SBA000609,application,Server Based Application,IM0041510,5,5,5.0,request for information,
SUB000539,subapplication,Web Based Application,IM0041511,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0041512,NS,3,,incident,
SBA000805,application,Server Based Application,IM0041513,3,3,3.0,incident,
WBA000103,application,Web Based Application,IM0041514,4,4,4.0,incident,
DSK000590,computer,Desktop,IM0041515,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0041516,5,5,5.0,incident,
SBA000427,application,Server Based Application,IM0041517,3,3,3.0,incident,
LAP000002,computer,Laptop,IM0041518,5,5,5.0,incident,
LAP000013,computer,Laptop,IM0041519,NS,3,,incident,
SBA000074,application,Server Based Application,IM0041520,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041521,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041522,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041523,4,4,4.0,request for information,1.0
SAN000182,storage,SAN,IM0041524,5,5,5.0,request for information,
SUB000424,subapplication,Web Based Application,IM0041525,4,4,4.0,incident,
SBA000464,application,Server Based Application,IM0041526,4,4,4.0,incident,
SBA000033,application,Server Based Application,IM0041527,4,4,4.0,incident,
SBA000010,application,Server Based Application,IM0041528,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041529,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041530,4,4,4.0,incident,
ASW000010,software,Automation Software,IM0041531,3,3,3.0,incident,
SUB000113,subapplication,Server Based Application,IM0041532,5,5,5.0,request for information,
SBA000427,application,Server Based Application,IM0041533,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041534,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0041535,5,5,5.0,request for information,
DTA000616,application,Desktop Application,IM0041536,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0041537,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0041539,4,4,4.0,incident,
SAN000092,storage,SAN,IM0041540,3,3,3.0,incident,
STR000001,computer,NonStop Storage,IM0041541,NS,3,,incident,
DTA000616,application,Desktop Application,IM0041542,3,3,3.0,incident,
SBA000010,application,Server Based Application,IM0041543,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0041544,5,5,5.0,request for information,
CBD000876,computer,Banking Device,IM0041545,2,2,2.0,incident,
SUB000282,subapplication,Server Based Application,IM0041546,2,2,2.0,incident,
SAP000004,application,SAP,IM0041547,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0041548,5,5,5.0,request for information,
DTA000045,application,Desktop Application,IM0041549,5,5,5.0,incident,
SAP000005,application,SAP,IM0041550,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0041551,5,5,5.0,request for information,
SBA000172,application,Server Based Application,IM0041552,NS,3,,incident,1.0
SBA000172,application,Server Based Application,IM0041553,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0041554,5,5,5.0,request for information,
SUB000436,subapplication,Web Based Application,IM0041555,4,4,4.0,incident,
WBA000008,application,Web Based Application,IM0041556,5,5,5.0,incident,
APP000004,application,Citrix,IM0041557,4,4,4.0,incident,
LAP000002,computer,Laptop,IM0041558,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0041559,5,5,5.0,request for information,
SAP000004,application,SAP,IM0041560,5,5,5.0,request for information,
SUB000447,subapplication,Web Based Application,IM0041561,5,5,5.0,request for information,
SBA000017,application,Server Based Application,IM0041562,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041563,4,4,4.0,incident,
SUB000523,subapplication,Web Based Application,IM0041564,4,4,4.0,incident,
SAP000004,application,SAP,IM0041565,5,5,5.0,request for information,
SUB000545,subapplication,Web Based Application,IM0041566,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0041567,5,5,5.0,request for information,
SBA000782,application,Server Based Application,IM0041568,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0041569,4,4,4.0,incident,
SUB000479,subapplication,Web Based Application,IM0041570,4,4,4.0,incident,
SUB000545,subapplication,Web Based Application,IM0041571,5,5,5.0,incident,
WBA000058,application,Web Based Application,IM0041572,4,4,4.0,incident,
SBA000017,application,Server Based Application,IM0041573,NS,3,,incident,
SUB000424,subapplication,Web Based Application,IM0041574,4,4,4.0,incident,
SAP000003,application,SAP,IM0041575,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041576,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041577,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041578,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041579,4,4,4.0,incident,
SBA000427,application,Server Based Application,IM0041580,3,3,3.0,incident,
APP000005,application,Citrix,IM0041581,4,4,4.0,incident,
LAP000012,computer,Laptop,IM0041582,5,5,5.0,incident,
LAP000009,computer,Laptop,IM0041583,3,3,3.0,incident,
SAN000178,storage,SAN,IM0041584,3,3,3.0,incident,
DTA000011,application,Desktop Application,IM0041585,4,4,4.0,incident,
SBA000172,application,Server Based Application,IM0041586,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0041587,5,5,5.0,request for information,
DSK000002,computer,Desktop,IM0041588,5,5,5.0,incident,
SBA000523,application,Server Based Application,IM0041589,3,3,3.0,incident,
SBA000063,application,Server Based Application,IM0041590,5,5,5.0,incident,
SBA000172,application,Server Based Application,IM0041591,3,3,3.0,incident,1.0
SBA000172,application,Server Based Application,IM0041592,3,3,3.0,incident,
SUB000034,subapplication,Server Based Application,IM0041593,3,3,3.0,incident,
SBA000172,application,Server Based Application,IM0041594,3,3,3.0,incident,
SBA000172,application,Server Based Application,IM0041595,3,3,3.0,incident,
SBA000172,application,Server Based Application,IM0041596,3,3,3.0,incident,
WBA000103,application,Web Based Application,IM0041597,4,4,4.0,incident,
ADB000050,database,Database,IM0041598,4,2,3.0,incident,
LAP001837,computer,Laptop,IM0041599,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0041600,5,5,5.0,incident,
SUB000539,subapplication,Web Based Application,IM0041601,4,4,4.0,incident,
SUB000310,subapplication,Server Based Application,IM0041602,5,5,5.0,request for information,
LAP000013,computer,Laptop,IM0041603,3,3,3.0,incident,
SBA000834,application,Server Based Application,IM0041604,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0041605,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0041606,4,4,4.0,incident,
LAP000012,computer,Laptop,IM0041607,5,5,5.0,incident,
SBA000079,application,Server Based Application,IM0041608,4,4,4.0,incident,
DSK000006,computer,Desktop,IM0041609,5,5,5.0,incident,
CBD000405,computer,Banking Device,IM0041610,4,4,4.0,incident,
SBA000617,application,Server Based Application,IM0041611,NS,3,,incident,
SUB000424,subapplication,Web Based Application,IM0041612,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041613,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041614,4,4,4.0,incident,
SUB000017,subapplication,Server Based Application,IM0041615,4,4,4.0,incident,
LAP000018,computer,Laptop,IM0041616,5,5,5.0,incident,
WBA000058,application,Web Based Application,IM0041617,4,4,4.0,incident,
SBA000172,application,Server Based Application,IM0041618,NS,3,,incident,
LAP001837,computer,Laptop,IM0041619,5,5,5.0,incident,
CNT000038,storage,Controller,IM0041620,3,3,3.0,incident,
SAN000151,storage,SAN,IM0041621,3,3,3.0,incident,
DTA000057,application,Desktop Application,IM0041622,5,5,5.0,incident,
SBA000017,application,Server Based Application,IM0041623,4,4,4.0,incident,
APP000005,application,Citrix,IM0041624,4,4,4.0,incident,1.0
SBA000462,application,Server Based Application,IM0041625,4,4,4.0,incident,
PRN000094,officeelectronics,Printer,IM0041626,NS,3,,incident,
WBA000058,application,Web Based Application,IM0041627,4,4,4.0,incident,
NET000110,networkcomponents,Net Device,IM0041628,5,5,5.0,request for information,
WBA000144,application,Web Based Application,IM0041629,4,4,4.0,incident,
SBA000119,application,Server Based Application,IM0041630,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041631,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041632,4,4,4.0,incident,
SBA000072,application,Server Based Application,IM0041633,4,4,4.0,incident,
SBA000834,application,Server Based Application,IM0041634,4,4,4.0,incident,
SBA000063,application,Server Based Application,IM0041635,5,5,5.0,incident,
SBA000063,application,Server Based Application,IM0041636,5,5,5.0,incident,
SBA000626,application,Server Based Application,IM0041637,3,3,3.0,incident,
WBA000133,application,Web Based Application,IM0041638,4,4,4.0,incident,
SUB000535,subapplication,Web Based Application,IM0041639,5,5,5.0,incident,
SUB000521,subapplication,Web Based Application,IM0041640,4,4,4.0,incident,
WBA000122,application,Web Based Application,IM0041641,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041642,4,4,4.0,incident,
SBA000028,application,Server Based Application,IM0041643,5,5,5.0,incident,
DTA000057,application,Desktop Application,IM0041644,5,5,5.0,incident,
SBA000028,application,Server Based Application,IM0041645,5,5,5.0,request for information,
SBA000759,application,Server Based Application,IM0041646,5,5,5.0,request for information,
WBA000077,application,Web Based Application,IM0041648,5,5,5.0,request for information,
APP000005,application,Citrix,IM0041649,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041650,4,4,4.0,incident,
SBA000458,application,Server Based Application,IM0041651,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0041652,5,5,5.0,incident,
SAP000002,application,SAP,IM0041653,5,5,5.0,request for information,
SBA000626,application,Server Based Application,IM0041654,4,4,4.0,incident,
SUB000545,subapplication,Web Based Application,IM0041655,5,5,5.0,incident,
WSR001104,computer,Windows Server,IM0041656,4,4,4.0,incident,
WBA000145,application,Web Based Application,IM0041657,5,5,5.0,incident,
SBA000461,application,Server Based Application,IM0041658,4,4,4.0,incident,
SBA000620,application,Server Based Application,IM0041659,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0041660,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041661,4,4,4.0,incident,
LAP001010,computer,Laptop,IM0041662,4,4,4.0,incident,
DTA000056,application,Desktop Application,IM0041663,3,3,3.0,incident,
SUB000424,subapplication,Web Based Application,IM0041664,4,4,4.0,incident,
SBA000812,application,Server Based Application,IM0041665,4,4,4.0,incident,
SBA000461,application,Server Based Application,IM0041666,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0041667,4,4,4.0,incident,
