index,CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents,Incident_Digits,Incident_IM
36283,2346,2,46,IM0036593,3,3,3,1,0,0036593,0
36284,2830,2,58,IM0036594,4,4,4,1,1,0036594,0
36285,2725,12,58,IM0036595,4,4,4,1,0,0036595,0
36286,2346,2,46,IM0036596,4,3,4,1,0,0036596,0
36287,2528,2,46,IM0036597,3,3,3,1,0,0036597,0
36288,2366,2,46,IM0036598,5,5,5,1,0,0036598,0
36289,2346,2,46,IM0036599,5,3,5,1,0,0036599,0
36290,2845,2,58,IM0036600,4,4,4,1,0,0036600,0
36291,2592,2,46,IM0036601,5,5,5,3,0,0036601,0
36292,2489,2,46,IM0036602,5,5,5,3,0,0036602,0
36293,2573,2,46,IM0036603,5,3,5,1,0,0036603,0
36294,2489,2,46,IM0036604,5,5,5,3,0,0036604,0
36295,2419,2,46,IM0036605,5,5,5,3,0,0036605,0
36296,2591,2,46,IM0036606,3,3,3,1,0,0036606,0
36297,2747,12,58,IM0036607,4,4,4,1,0,0036607,0
36298,2869,2,58,IM0036608,5,5,5,1,0,0036608,0
36299,2451,2,46,IM0036609,3,3,3,1,0,0036609,0
36300,2436,2,46,IM0036610,3,3,3,1,0,0036610,0
36301,2053,6,27,IM0036611,4,4,4,1,0,0036611,0
36302,2347,2,46,IM0036612,3,3,3,1,0,0036612,0
36303,707,4,9,IM0036613,5,5,5,1,0,0036613,0
36304,2834,2,58,IM0036614,4,4,4,1,0,0036614,0
36305,60,4,2,IM0036615,3,3,3,1,0,0036615,0
36306,2725,12,58,IM0036616,4,4,4,1,0,0036616,0
36307,2869,2,58,IM0036617,4,4,4,1,0,0036617,0
36308,2834,2,58,IM0036618,4,4,4,1,0,0036618,0
36309,2878,2,58,IM0036619,4,4,4,1,0,0036619,0
36310,2963,4,59,IM0036620,5,5,5,3,0,0036620,0
36311,1737,4,21,IM0036621,5,5,5,1,0,0036621,0
36312,1361,4,21,IM0036622,5,5,5,1,0,0036622,0
36313,2874,2,58,IM0036623,3,3,3,1,0,0036623,0
36314,2454,2,46,IM0036624,5,5,5,1,0,0036624,0
36315,2740,12,58,IM0036625,4,4,4,1,0,0036625,0
36316,2416,2,46,IM0036626,4,3,4,1,0,0036626,0
36317,2725,12,58,IM0036627,4,4,4,1,0,0036627,0
36318,2836,2,58,IM0036628,5,5,5,3,0,0036628,0
36319,2849,2,58,IM0036629,4,4,4,1,0,0036629,0
36320,2528,2,46,IM0036630,4,4,4,1,0,0036630,0
36321,2818,2,58,IM0036631,5,5,5,1,0,0036631,0
36322,2573,2,46,IM0036632,3,3,3,1,0,0036632,0
36323,2869,2,58,IM0036633,4,4,4,1,0,0036633,0
36324,2741,12,58,IM0036634,5,5,5,1,0,0036634,0
36325,2725,12,58,IM0036635,4,4,4,1,0,0036635,0
36326,2454,2,46,IM0036636,4,4,4,1,0,0036636,0
36327,2291,2,46,IM0036637,3,3,3,1,0,0036637,0
36328,2821,2,58,IM0036638,5,5,5,3,0,0036638,0
36329,2709,12,58,IM0036639,5,5,5,1,0,0036639,0
36330,2573,2,46,IM0036640,3,3,3,1,0,0036640,0
36331,2376,2,46,IM0036641,5,5,5,3,0,0036641,0
36332,2454,2,46,IM0036642,4,4,4,1,0,0036642,0
36333,2302,2,46,IM0036643,4,4,4,1,0,0036643,0
36334,2376,2,46,IM0036644,5,5,5,3,0,0036644,0
36335,2742,12,58,IM0036645,3,3,3,1,0,0036645,0
36336,2487,2,46,IM0036646,5,5,5,3,0,0036646,0
36337,2291,2,46,IM0036647,5,5,5,3,0,0036647,0
36338,2487,2,46,IM0036648,5,5,5,3,0,0036648,0
36339,2552,2,46,IM0036649,4,4,4,3,0,0036649,0
36340,2573,2,46,IM0036650,3,3,3,1,0,0036650,0
36341,2297,2,46,IM0036651,4,4,4,1,0,0036651,0
36342,2684,12,46,IM0036652,5,5,5,3,0,0036652,0
36343,2267,2,43,IM0036653,3,3,3,1,0,0036653,0
36344,2863,2,58,IM0036654,4,4,4,1,0,0036654,0
36345,2818,2,58,IM0036655,5,5,5,1,0,0036655,0
36346,2450,2,46,IM0036656,5,5,5,1,0,0036656,0
36347,2608,10,50,IM0036657,3,3,3,1,0,0036657,0
36348,2849,2,58,IM0036658,5,5,5,1,0,0036658,0
36349,2869,2,58,IM0036659,5,5,5,1,0,0036659,0
36350,2577,2,46,IM0036660,5,3,5,1,0,0036660,0
36351,12,2,3,IM0036661,4,4,4,1,0,0036661,0
36352,2874,2,58,IM0036662,4,4,4,1,0,0036662,0
36353,2278,2,46,IM0036663,4,4,4,1,0,0036663,0
36354,1525,4,21,IM0036664,4,4,4,1,2,0036664,0
36355,2527,2,46,IM0036665,5,5,5,3,0,0036665,0
36356,2532,2,46,IM0036666,5,3,5,1,0,0036666,0
36357,990,2,10,IM0036667,3,4,3,1,0,0036667,0
36358,1086,4,21,IM0036668,5,5,5,1,0,0036668,0
36359,12,2,3,IM0036669,4,4,4,1,0,0036669,0
36360,2527,2,46,IM0036670,5,5,5,3,0,0036670,0
36361,2297,2,46,IM0036671,5,3,5,1,0,0036671,0
36362,996,2,10,IM0036672,5,5,5,1,0,0036672,0
36363,666,5,17,IM0036673,4,4,4,1,0,0036673,0
36364,2450,2,46,IM0036674,5,5,5,1,0,0036674,0
36365,2450,2,46,IM0036675,5,5,5,1,0,0036675,0
36366,2869,2,58,IM0036676,4,4,4,1,0,0036676,0
36367,2450,2,46,IM0036677,5,5,5,1,0,0036677,0
36368,2450,2,46,IM0036678,5,5,5,1,0,0036678,0
36369,2450,2,46,IM0036679,5,5,5,1,0,0036679,0
36370,2450,2,46,IM0036680,5,5,5,1,0,0036680,0
36371,2450,2,46,IM0036681,5,5,5,1,0,0036681,0
36372,2450,2,46,IM0036682,5,5,5,1,0,0036682,0
36373,2450,2,46,IM0036683,5,5,5,1,0,0036683,0
36374,2450,2,46,IM0036684,5,5,5,1,0,0036684,0
36375,2450,2,46,IM0036685,5,5,5,1,0,0036685,0
36376,2450,2,46,IM0036686,5,5,5,1,0,0036686,0
36377,2450,2,46,IM0036687,5,5,5,1,0,0036687,0
36378,2487,2,46,IM0036688,4,4,4,1,0,0036688,0
36379,2489,2,46,IM0036689,5,5,5,3,0,0036689,0
36380,2487,2,46,IM0036690,4,4,4,1,0,0036690,0
36381,2834,2,58,IM0036691,4,4,4,1,0,0036691,0
36382,1050,2,10,IM0036692,5,5,5,1,0,0036692,0
36383,2489,2,46,IM0036693,5,5,5,3,0,0036693,0
36384,2302,2,46,IM0036694,4,4,4,1,0,0036694,0
36385,707,4,9,IM0036695,5,5,5,1,0,0036695,0
36386,2263,11,42,IM0036696,4,4,4,1,0,0036696,0
36387,2745,12,58,IM0036697,4,4,4,1,0,0036697,0
36388,674,7,6,IM0036698,4,3,4,1,0,0036698,0
36389,2454,2,46,IM0036699,4,4,4,1,0,0036699,0
36390,1014,2,10,IM0036700,5,5,5,3,0,0036700,0
36391,2278,2,46,IM0036701,3,3,3,1,0,0036701,0
36392,2454,2,46,IM0036702,4,4,4,1,0,0036702,0
36393,2818,2,58,IM0036703,5,5,5,1,0,0036703,0
36394,2450,2,46,IM0036704,4,4,4,1,0,0036704,0
36395,2454,2,46,IM0036705,4,4,4,1,0,0036705,0
36396,2820,2,58,IM0036706,4,4,4,1,0,0036706,0
36397,2436,2,46,IM0036707,4,4,4,1,0,0036707,0
36398,1013,2,10,IM0036708,4,3,4,1,0,0036708,0
36399,2818,2,58,IM0036709,5,5,5,1,0,0036709,0
36400,2346,2,46,IM0036710,5,3,5,1,0,0036710,0
36401,2487,2,46,IM0036711,4,4,4,1,0,0036711,0
36402,2711,12,58,IM0036712,4,4,4,1,0,0036712,0
36403,2487,2,46,IM0036713,4,4,4,1,0,0036713,0
36404,2454,2,46,IM0036714,4,4,4,1,0,0036714,0
36405,2487,2,46,IM0036715,4,4,4,1,0,0036715,0
36406,2818,2,58,IM0036716,5,5,5,1,0,0036716,0
36407,2487,2,46,IM0036717,4,4,4,1,0,0036717,0
36408,2388,2,46,IM0036718,4,4,4,1,0,0036718,0
36409,2725,12,58,IM0036719,4,4,4,1,0,0036719,0
36410,2747,12,58,IM0036720,5,5,5,1,0,0036720,0
36411,17,2,4,IM0036721,4,4,4,1,0,0036721,0
36412,2869,2,58,IM0036722,4,4,4,1,0,0036722,0
36413,1014,2,10,IM0036723,5,5,5,3,0,0036723,0
36414,2487,2,46,IM0036724,4,4,4,1,0,0036724,0
36415,2487,2,46,IM0036725,5,5,5,1,1,0036725,0
36416,2487,2,46,IM0036726,4,4,4,1,0,0036726,0
36417,2454,2,46,IM0036727,4,4,4,1,0,0036727,0
36418,2442,2,46,IM0036728,5,5,5,3,0,0036728,0
36419,2489,2,46,IM0036729,5,5,5,3,0,0036729,0
36420,2845,2,58,IM0036730,4,4,4,1,0,0036730,0
36421,2376,2,46,IM0036731,4,4,4,1,0,0036731,0
36422,2376,2,46,IM0036732,5,5,5,3,0,0036732,0
36423,2376,2,46,IM0036733,5,5,5,3,0,0036733,0
36424,2376,2,46,IM0036734,5,5,5,3,0,0036734,0
36425,13,10,1,IM0036735,4,4,4,1,0,0036735,0
36426,2454,2,46,IM0036736,4,4,4,1,0,0036736,0
36427,1091,4,21,IM0036737,5,5,5,1,0,0036737,0
36428,2376,2,46,IM0036738,5,5,5,3,0,0036738,0
36429,2223,8,41,IM0036739,3,3,3,1,0,0036739,0
36430,2263,11,42,IM0036740,4,4,4,1,0,0036740,0
36431,2269,2,43,IM0036741,5,5,5,3,0,0036741,0
36432,2869,2,58,IM0036742,4,4,4,1,0,0036742,0
36433,2376,2,46,IM0036743,5,5,5,3,0,0036743,0
36434,2661,12,3,IM0036744,4,4,4,1,0,0036744,0
36435,2725,12,58,IM0036745,4,4,4,1,0,0036745,0
36436,2874,2,58,IM0036746,4,4,4,1,0,0036746,0
36437,1094,4,21,IM0036747,5,5,5,1,0,0036747,0
36438,2487,2,46,IM0036748,4,4,4,1,0,0036748,0
36439,2501,2,46,IM0036749,4,3,4,1,1,0036749,0
36440,1014,2,10,IM0036750,5,5,5,1,0,0036750,0
36441,2750,12,58,IM0036751,3,3,3,1,0,0036751,0
36442,2487,2,46,IM0036752,5,5,5,3,0,0036752,0
36443,2298,2,46,IM0036753,5,5,5,1,0,0036753,0
36444,2591,2,46,IM0036754,3,3,3,1,0,0036754,0
36445,2552,2,46,IM0036755,4,4,4,3,0,0036755,0
36446,2567,2,46,IM0036756,5,5,5,1,0,0036756,0
36447,2573,2,46,IM0036757,3,3,3,1,0,0036757,0
36448,12,2,3,IM0036759,4,4,4,1,0,0036759,0
36449,2830,2,58,IM0036760,3,3,3,1,0,0036760,0
36450,2,5,7,IM0036761,3,3,3,1,0,0036761,0
36451,2836,2,58,IM0036762,4,4,4,1,0,0036762,0
36452,2684,12,46,IM0036763,5,5,5,3,0,0036763,0
36453,2869,2,58,IM0036764,4,4,4,1,0,0036764,0
36454,2730,12,58,IM0036765,4,4,4,1,0,0036765,0
36455,2451,2,46,IM0036766,4,4,4,1,0,0036766,0
36456,2,5,7,IM0036767,4,3,4,1,0,0036767,0
36457,2725,12,58,IM0036768,4,4,4,1,0,0036768,0
36458,2869,2,58,IM0036769,5,5,5,1,0,0036769,0
36459,2845,2,58,IM0036770,4,4,4,1,0,0036770,0
36460,2454,2,46,IM0036771,4,4,4,1,0,0036771,0
36461,2517,2,46,IM0036772,4,4,4,1,5,0036772,0
36462,2818,2,58,IM0036773,5,5,5,1,0,0036773,0
36463,1014,2,10,IM0036774,5,5,5,1,0,0036774,0
36464,2878,2,58,IM0036775,5,5,5,1,0,0036775,0
36465,12,2,3,IM0036776,4,4,4,1,0,0036776,0
36466,2584,2,46,IM0036777,4,4,4,1,0,0036777,0
36467,2575,2,46,IM0036778,4,4,4,1,0,0036778,0
36468,2283,2,46,IM0036779,5,5,5,1,0,0036779,0
36469,2849,2,58,IM0036780,4,4,4,1,0,0036780,0
36470,2834,2,58,IM0036781,4,4,4,1,0,0036781,0
36471,1090,4,21,IM0036782,5,5,5,1,0,0036782,0
36472,2310,2,46,IM0036783,4,4,4,1,0,0036783,0
36473,2863,2,58,IM0036784,4,4,4,1,0,0036784,0
36474,2725,12,58,IM0036785,4,4,4,1,0,0036785,0
36475,2863,2,58,IM0036786,4,4,4,1,0,0036786,0
36476,2489,2,46,IM0036787,5,5,5,3,0,0036787,0
36477,2750,12,58,IM0036788,3,3,3,1,0,0036788,0
36478,2878,2,58,IM0036789,4,4,4,1,0,0036789,0
36479,2451,2,46,IM0036790,4,4,4,1,0,0036790,0
36480,2709,12,58,IM0036791,4,4,4,1,0,0036791,0
36481,2268,2,43,IM0036792,5,5,5,3,0,0036792,0
36482,2489,2,46,IM0036793,5,5,5,3,0,0036793,0
36483,2291,2,46,IM0036794,5,3,5,1,0,0036794,0
36484,2573,2,46,IM0036795,3,3,3,1,0,0036795,0
36485,20,2,4,IM0036796,4,4,4,1,0,0036796,0
36486,1081,7,20,IM0036797,5,5,5,1,0,0036797,0
36487,1090,4,21,IM0036798,5,5,5,1,0,0036798,0
36488,2552,2,46,IM0036799,4,4,4,3,0,0036799,0
36489,2442,2,46,IM0036800,5,5,5,1,0,0036800,0
36490,2740,12,58,IM0036801,4,4,4,1,0,0036801,0
36491,2376,2,46,IM0036802,5,5,5,3,0,0036802,0
36492,2552,2,46,IM0036803,4,4,4,3,0,0036803,0
36493,2542,2,46,IM0036804,4,4,4,1,0,0036804,0
36494,1086,4,21,IM0036805,5,5,5,1,0,0036805,0
36495,664,4,36,IM0036806,4,4,4,1,0,0036806,0
36496,2297,2,46,IM0036807,4,4,4,1,0,0036807,0
36497,1028,2,10,IM0036808,4,4,4,1,0,0036808,0
36498,2834,2,58,IM0036809,4,4,4,1,0,0036809,0
36499,2263,11,42,IM0036810,5,5,5,1,0,0036810,0
36500,2376,2,46,IM0036811,5,5,5,3,0,0036811,0
36501,1050,2,10,IM0036812,4,4,4,1,1,0036812,0
36502,2395,2,46,IM0036813,5,5,5,3,0,0036813,0
36503,2307,2,46,IM0036814,4,4,4,1,0,0036814,0
36504,1050,2,10,IM0036815,5,5,5,1,0,0036815,0
36505,1080,7,19,IM0036816,5,5,5,1,0,0036816,0
36506,2684,12,46,IM0036817,5,5,5,1,0,0036817,0
36507,2397,2,46,IM0036818,4,5,4,3,0,0036818,0
36508,2481,2,46,IM0036819,5,5,5,3,0,0036819,0
36509,2834,2,58,IM0036820,4,4,4,1,0,0036820,0
36510,2709,12,58,IM0036821,4,4,4,1,0,0036821,0
36511,984,2,10,IM0036822,4,4,4,1,0,0036822,0
36512,2415,2,46,IM0036823,3,3,3,1,0,0036823,0
36513,2487,2,46,IM0036824,5,5,5,1,0,0036824,0
36514,2263,11,42,IM0036825,4,4,4,1,0,0036825,0
36515,2263,11,42,IM0036826,4,4,4,1,0,0036826,0
36516,2257,11,42,IM0036827,3,3,3,1,0,0036827,0
36517,996,2,10,IM0036828,5,5,5,1,0,0036828,0
36518,2487,2,46,IM0036829,4,4,4,1,0,0036829,0
36519,2725,12,58,IM0036830,4,4,4,1,0,0036830,0
36520,2834,2,58,IM0036831,4,4,4,1,0,0036831,0
36521,2263,11,42,IM0036832,4,4,4,1,0,0036832,0
36522,2834,2,58,IM0036833,4,4,4,1,0,0036833,0
36523,992,2,10,IM0036834,5,4,4,1,0,0036834,0
36524,2489,2,46,IM0036835,5,5,5,3,0,0036835,0
36525,2599,2,47,IM0036836,4,4,4,1,0,0036836,0
36526,2501,2,46,IM0036837,3,3,3,1,0,0036837,0
36527,2454,2,46,IM0036838,4,4,4,1,0,0036838,0
36528,2487,2,46,IM0036839,5,5,5,1,0,0036839,0
36529,2725,12,58,IM0036840,4,4,4,1,0,0036840,0
36530,2684,12,46,IM0036841,5,5,5,3,0,0036841,0
36531,2454,2,46,IM0036842,4,4,4,1,0,0036842,0
36532,2725,12,58,IM0036843,4,4,4,1,0,0036843,0
36533,2878,2,58,IM0036844,5,5,5,3,0,0036844,0
36534,2834,2,58,IM0036845,4,4,4,1,0,0036845,0
36535,2834,2,58,IM0036846,4,4,4,1,0,0036846,0
36536,1086,4,21,IM0036847,5,5,5,1,0,0036847,0
36537,2454,2,46,IM0036848,4,4,4,1,0,0036848,0
36538,2304,2,46,IM0036849,5,5,5,1,0,0036849,0
36539,2821,2,58,IM0036850,5,5,5,3,0,0036850,0
36540,991,2,10,IM0036851,4,4,4,1,0,0036851,0
36541,2720,12,58,IM0036852,4,4,4,1,0,0036852,0
36542,2376,2,46,IM0036853,3,3,3,1,0,0036853,0
36543,12,2,3,IM0036854,4,4,4,1,0,0036854,0
36544,2694,12,46,IM0036855,3,3,3,1,1,0036855,0
36545,2709,12,58,IM0036856,5,5,5,1,0,0036856,0
36546,2576,2,46,IM0036857,4,4,4,1,0,0036857,0
36547,2938,4,59,IM0036858,4,4,4,1,0,0036858,0
36548,2097,8,29,IM0036859,3,3,3,1,0,0036859,0
36549,2725,12,58,IM0036860,4,4,4,1,0,0036860,0
36550,1050,2,10,IM0036861,4,4,4,1,0,0036861,0
36551,2022,4,21,IM0036862,5,5,5,1,0,0036862,0
36552,1014,2,10,IM0036863,5,5,5,1,0,0036863,0
36553,2839,2,58,IM0036864,5,5,5,3,0,0036864,0
36554,334,4,2,IM0036865,4,4,4,1,0,0036865,0
36555,997,2,10,IM0036866,4,4,4,1,0,0036866,0
36556,2567,2,46,IM0036867,5,5,5,1,0,0036867,0
36557,991,2,10,IM0036868,4,4,4,1,0,0036868,0
36558,2755,12,58,IM0036869,4,4,4,1,0,0036869,0
36559,2455,2,46,IM0036870,4,4,4,1,0,0036870,0
36560,977,2,10,IM0036871,4,4,4,1,0,0036871,0
36561,2532,2,46,IM0036872,3,3,3,1,0,0036872,0
36562,998,2,10,IM0036873,5,4,4,1,0,0036873,0
36563,2874,2,58,IM0036874,4,4,4,1,0,0036874,0
36564,2451,2,46,IM0036875,4,4,4,1,0,0036875,0
36565,2834,2,58,IM0036876,4,4,4,1,1,0036876,0
36566,2282,2,46,IM0036877,4,4,4,1,0,0036877,0
36567,2869,2,58,IM0036878,5,5,5,1,0,0036878,0
36568,2278,2,46,IM0036879,3,3,3,1,0,0036879,0
36569,2552,2,46,IM0036880,3,3,3,1,0,0036880,0
36570,2839,2,58,IM0036881,4,4,4,1,0,0036881,0
36571,1008,2,10,IM0036882,4,4,4,1,0,0036882,0
36572,2845,2,58,IM0036883,4,4,4,1,0,0036883,0
36573,2862,2,58,IM0036884,5,5,5,1,0,0036884,0
36574,984,2,10,IM0036885,4,4,4,1,0,0036885,0
36575,1056,7,13,IM0036886,4,4,4,3,0,0036886,0
36576,2454,2,46,IM0036887,4,4,4,1,0,0036887,0
36577,2504,2,46,IM0036888,4,3,4,1,0,0036888,0
36578,2574,2,46,IM0036889,4,4,4,1,0,0036889,0
36579,2330,2,46,IM0036890,4,4,4,1,0,0036890,0
36580,2713,12,58,IM0036891,5,5,5,3,0,0036891,0
36581,2817,2,58,IM0036892,5,5,5,1,0,0036892,0
36582,8,2,3,IM0036893,4,4,4,1,0,0036893,0
36583,2684,12,46,IM0036894,5,5,5,3,0,0036894,0
36584,1050,2,10,IM0036895,4,4,4,1,0,0036895,0
36585,1014,2,10,IM0036896,5,5,5,3,0,0036896,0
36586,1090,4,21,IM0036897,3,3,3,1,0,0036897,0
36587,2725,12,58,IM0036898,4,4,4,1,0,0036898,0
36588,2834,2,58,IM0036899,4,4,4,1,1,0036899,0
36589,1050,2,10,IM0036900,3,3,3,1,0,0036900,0
36590,1014,2,10,IM0036901,5,5,5,3,0,0036901,0
36591,1091,4,21,IM0036902,5,5,5,1,0,0036902,0
36592,2750,12,58,IM0036903,3,3,3,1,0,0036903,0
36593,758,4,9,IM0036904,5,5,5,1,0,0036904,0
36594,2584,2,46,IM0036905,4,4,4,1,0,0036905,0
36595,11,2,3,IM0036906,4,4,4,1,0,0036906,0
36596,2684,12,46,IM0036908,5,5,5,3,0,0036908,0
36597,2751,12,58,IM0036909,4,4,4,1,0,0036909,0
36598,2527,2,46,IM0036910,5,5,5,3,0,0036910,0
36599,2874,2,58,IM0036911,4,4,4,1,0,0036911,0
36600,2725,12,58,IM0036912,4,4,4,1,0,0036912,0
36601,1090,4,21,IM0036913,5,5,5,1,0,0036913,0
36602,2527,2,46,IM0036914,5,5,5,3,0,0036914,0
36603,2454,2,46,IM0036915,4,4,4,1,0,0036915,0
36604,2513,2,46,IM0036916,4,4,4,1,0,0036916,0
36605,1014,2,10,IM0036917,5,5,5,1,0,0036917,0
36606,1096,4,21,IM0036918,5,5,5,1,0,0036918,0
36607,2725,12,58,IM0036919,4,4,4,1,0,0036919,0
36608,2864,2,58,IM0036920,5,5,5,3,0,0036920,0
36609,1050,2,10,IM0036921,3,3,3,1,0,0036921,0
36610,2527,2,46,IM0036922,5,5,5,3,0,0036922,0
36611,2056,6,27,IM0036923,4,4,4,1,0,0036923,0
36612,2849,2,58,IM0036924,4,4,4,1,0,0036924,0
36613,1014,2,10,IM0036925,5,5,5,3,0,0036925,0
36614,2056,6,27,IM0036926,4,4,4,1,0,0036926,0
36615,2285,2,46,IM0036927,4,4,4,1,1,0036927,0
36616,2869,2,58,IM0036928,4,4,4,1,0,0036928,0
36617,2834,2,58,IM0036929,4,4,4,1,0,0036929,0
36618,2834,2,58,IM0036930,4,4,4,1,0,0036930,0
36619,2025,4,21,IM0036931,5,5,5,1,0,0036931,0
36620,2725,12,58,IM0036932,4,4,4,1,0,0036932,0
36621,2684,12,46,IM0036933,5,5,5,3,0,0036933,0
36622,2576,2,46,IM0036934,5,5,5,1,0,0036934,0
36623,2869,2,58,IM0036935,4,4,4,1,0,0036935,0
36624,2575,2,46,IM0036936,4,4,4,1,0,0036936,0
36625,2509,2,46,IM0036937,4,4,4,1,0,0036937,0
36626,2454,2,46,IM0036938,4,4,4,1,0,0036938,0
36627,2817,2,58,IM0036939,3,5,4,1,0,0036939,0
36628,2025,4,21,IM0036940,5,5,5,1,0,0036940,0
36629,2834,2,58,IM0036941,4,4,4,1,0,0036941,0
36630,2454,2,46,IM0036942,4,4,4,1,0,0036942,0
36631,2878,2,58,IM0036943,5,5,5,3,0,0036943,0
36632,2278,2,46,IM0036944,4,4,4,1,0,0036944,0
36633,2489,2,46,IM0036945,5,5,5,3,0,0036945,0
36634,2818,2,58,IM0036946,5,5,5,1,0,0036946,0
36635,2376,2,46,IM0036947,5,5,5,3,0,0036947,0
36636,2711,12,58,IM0036948,4,4,4,1,0,0036948,0
36637,2454,2,46,IM0036949,4,4,4,1,0,0036949,0
36638,998,2,10,IM0036950,5,4,4,1,0,0036950,0
36639,2720,12,58,IM0036951,5,5,5,1,0,0036951,0
36640,2025,4,21,IM0036952,5,5,5,1,0,0036952,0
36641,2487,2,46,IM0036953,4,4,4,1,0,0036953,0
36642,2435,2,46,IM0036954,5,5,5,1,0,0036954,0
36643,2278,2,46,IM0036955,3,3,3,1,0,0036955,0
36644,2869,2,58,IM0036956,5,5,5,1,0,0036956,0
36645,2750,12,58,IM0036957,5,5,5,1,0,0036957,0
36646,7,5,7,IM0036958,4,4,4,1,0,0036958,0
36647,996,2,10,IM0036959,5,5,5,1,0,0036959,0
36648,707,4,9,IM0036960,5,5,5,1,0,0036960,0
36649,2282,2,46,IM0036961,4,4,4,1,0,0036961,0
36650,2442,2,46,IM0036962,5,5,5,3,0,0036962,0
36651,2834,2,58,IM0036963,4,4,4,1,0,0036963,0
36652,2834,2,58,IM0036964,4,4,4,1,0,0036964,0
36653,2874,2,58,IM0036965,5,5,5,1,0,0036965,0
36654,2471,2,46,IM0036966,3,3,3,1,0,0036966,0
36655,2709,12,58,IM0036967,5,5,5,1,0,0036967,0
36656,2849,2,58,IM0036968,4,4,4,1,0,0036968,0
36657,2849,2,58,IM0036969,4,4,4,1,0,0036969,0
36658,2849,2,58,IM0036970,4,4,4,1,0,0036970,0
36659,2849,2,58,IM0036971,4,4,4,1,0,0036971,0
36660,2849,2,58,IM0036972,4,4,4,1,0,0036972,0
36661,2709,12,58,IM0036973,5,5,5,1,0,0036973,0
36662,2709,12,58,IM0036974,5,5,5,1,0,0036974,0
36663,2834,2,58,IM0036975,4,4,4,1,0,0036975,0
36664,2465,2,46,IM0036976,4,4,4,3,0,0036976,0
36665,11,2,3,IM0036977,4,4,4,1,0,0036977,0
36666,2451,2,46,IM0036978,4,4,4,1,0,0036978,0
36667,2709,12,58,IM0036979,5,5,5,1,0,0036979,0
36668,2451,2,46,IM0036980,4,4,4,1,0,0036980,0
36669,2485,2,46,IM0036981,4,4,4,1,0,0036981,0
36670,2725,12,58,IM0036982,4,4,4,1,0,0036982,0
36671,2304,2,46,IM0036983,5,5,5,1,0,0036983,0
36672,2863,2,58,IM0036984,4,4,4,1,0,0036984,0
36673,2863,2,58,IM0036985,4,4,4,1,0,0036985,0
36674,8,2,3,IM0036986,4,4,4,1,0,0036986,0
36675,17,2,4,IM0036987,4,4,4,1,0,0036987,0
36676,2863,2,58,IM0036988,4,4,4,1,0,0036988,0
36677,2573,2,46,IM0036989,3,3,3,1,0,0036989,0
36678,2552,2,46,IM0036990,5,5,5,3,0,0036990,0
36679,2834,2,58,IM0036991,5,5,5,1,0,0036991,0
36680,2834,2,58,IM0036992,4,4,4,1,0,0036992,0
36681,996,2,10,IM0036993,5,5,5,1,0,0036993,0
36682,1073,7,25,IM0036994,4,5,4,3,0,0036994,0
36683,11,2,3,IM0036995,4,4,4,1,0,0036995,0
36684,2552,2,46,IM0036996,4,4,4,3,0,0036996,0
36685,2298,2,46,IM0036997,5,5,5,1,0,0036997,0
36686,2415,2,46,IM0036998,4,4,4,1,0,0036998,0
36687,2849,2,58,IM0036999,4,4,4,1,0,0036999,0
36688,2411,2,46,IM0037000,4,4,4,1,0,0037000,0
36689,664,4,36,IM0037001,4,4,4,1,0,0037001,0
36690,2395,2,46,IM0037002,5,5,5,3,0,0037002,0
36691,1090,4,21,IM0037003,5,5,5,1,0,0037003,0
36692,2709,12,58,IM0037004,5,5,5,1,0,0037004,0
36693,2395,2,46,IM0037005,5,5,5,3,0,0037005,0
36694,2347,2,46,IM0037006,3,3,3,1,0,0037006,0
36695,2298,2,46,IM0037007,5,5,5,1,0,0037007,0
36696,2395,2,46,IM0037008,5,5,5,3,0,0037008,0
36697,1091,4,21,IM0037009,5,5,5,1,0,0037009,0
36698,2684,12,46,IM0037010,5,5,5,3,0,0037010,0
36699,2550,2,46,IM0037011,3,3,3,1,0,0037011,0
36700,2869,2,58,IM0037012,5,5,5,1,0,0037012,0
36701,2527,2,46,IM0037013,5,5,5,3,0,0037013,0
36702,2527,2,46,IM0037014,5,5,5,3,0,0037014,0
36703,20,2,4,IM0037015,4,4,4,1,0,0037015,0
36704,2849,2,58,IM0037016,4,4,4,1,0,0037016,0
36705,11,2,3,IM0037017,2,2,2,1,0,0037017,0
36706,1050,2,10,IM0037018,4,4,4,1,0,0037018,0
36707,2874,2,58,IM0037019,4,4,4,1,0,0037019,0
36708,2725,12,58,IM0037020,4,4,4,1,0,0037020,0
36709,2725,12,58,IM0037021,4,4,4,1,0,0037021,0
36710,2552,2,46,IM0037022,4,4,4,3,0,0037022,0
36711,2841,2,58,IM0037024,1,1,1,1,17,0037024,0
36712,12,2,3,IM0037025,4,4,4,1,0,0037025,0
36713,2376,2,46,IM0037026,5,5,5,3,0,0037026,0
36714,2513,2,46,IM0037027,4,4,4,1,0,0037027,0
36715,2278,2,46,IM0037028,3,3,3,1,0,0037028,0
36716,2711,12,58,IM0037029,4,4,4,1,0,0037029,0
36717,2489,2,46,IM0037030,5,5,5,3,0,0037030,0
36718,2834,2,58,IM0037031,4,4,4,1,0,0037031,0
